medium	associatedURL	boxHeightInInches	boxLengthInInches	boxWeightInPounds	boxWidthInInches	scannednumber	upc	asin	country	title	fullTitle	series	numberInSeries	edition	aspect	mediacount	genre	price	currentValue	language	netrating	description	owner	publisher	published	rare	purchaseDate	rating	used	signed	hasExperienced	notes	location	paid	condition	notowned	author	illustrator	pages
book								B000GTCOCW	us	Timequake	Timequake				Paperback				$9.94			here's been a timequake. And everyone--even you--must live the decade between February 17, 1991 and February 17, 2001 over again. The trick is that we all have to do exactly the same things as we did the first time--minute by minute, hour by hour, year by year, betting on the wrong horse again, marrying the wrong person again. Why? You'll have to ask the old science fiction writer, Kilgore Trout. This was all his idea.		Putnam	18-01-1997		18-01-2007										Kurt Vonnegut		
book							9780684865744	0684865742	us	Tis: A Memoir	Tis: A Memoir				Paperback		Authors/ Irish/ Educators/ Mid Atlantic/ Literary Theory/ Genre Fiction/ Emigration & Immigration/ Memoirs/ Social History/ Northeast	$14.95	$0.01		4	The sequel to Frank McCourt's memoir of his Irish Catholic boyhood, Angela's Ashes, picks up the story in October 1949, upon his arrival in America. Though he was born in New York, the family had returned to Ireland due to poor prospects in the United States. Now back on American soil, this awkward 19-year-old, with his "pimply face, sore eyes, and bad teeth," has little in common with the healthy, self-assured college students he sees on the subway and dreams of joining in the classroom. Initially, his American experience is as harrowing as his impoverished youth in Ireland, including two of the grimmest Christmases ever described in literature. McCourt views the U.S. through the same sharp eye and with the same dark humor that distinguished his first memoir: race prejudice, casual cruelty, and dead-end jobs weigh on his spirits as he searches for a way out. A glimpse of hope comes from the army, where he acquires some white-collar skills, and from New York University, which admits him without a high school diploma. But the journey toward his position teaching creative writing at Stuyvesant High School is neither quick nor easy. Fortunately, McCourt's openness to every variety of human emotion and longing remains exceptional; even the most damaged, difficult people he encounters are richly rendered individuals with whom the reader can't help but feel uncomfortable kinship. The magical prose, with its singing Irish cadences, brings grandeur and beauty to the most sorrowful events, including the final scene, set in a Limerick graveyard. --Wendy Smith		Scribner	29-08-2000		17-01-2007										Frank McCourt		368
book								B000JWE27G	us	Tobey	Tobey				Paperback				$24.20					Abrams	1966-02-11 12:00:00 -0500		2007-02-11 01:32:41 -0500										Wieland Schmied		
book							9780880383486	0880383488	us	Top Secret Espionage: Role-Playing Game [box]	Top Secret Espionage: Role-Playing Game [BOX SET]				Paperback			$15.00			4			TSR Hobbies	05-01-1985		16-01-2007										Merle Rasmussen		
book							9781552855126	1552855120	us	The Top Secret Files of Mother Goose!	The Top Secret Files of Mother Goose!				Hardcover		Stories/ Humorous/ Mysteries, Espionage, & Detectives	$16.95	$16.95			When the tarts belonging to the Queen of Hearts go missing, everyone is a suspect. Was it that scoundrel, the Knave of Hearts? The sour-faced Mary Quite Contrary? Or the suspiciously hungry Humpty Dumpty? The Queen wants to start chopping off heads, but somebody suggests calling in Mother Goose, Chief Detective of Nursery Rhyme Crime./ Mother Goose begins her investigation by opening her secret files on all of the suspicious characters in the world of nursery rhyme. These never-been-published top-secret facts reveal the dirt on the personalities you thought you knew. Find out who has a hidden criminal past, which nursery rhyme character has deadly food allergies, and who has a reputation for never paying her bills! Richly detailed illustrations will shed even more light on the true lives of these nursery rhyme celebrities. Part true-crime, part expos&#x00e9;, The Top Secret Files of Mother Goose! will open your eyes to what's really happening in the Kingdom of Hearts./ 		Walrus Books	01-07-2003		19-01-2007										Gabby Gosling		32
book								0874313376		Torg: Creatures of Tharkold																	15-01-2007												
book							9780874313000	0874313007	us	Torg: Roleplaying the Possibility Wars	Torg: Roleplaying the Possibility Wars				Hardcover			$30.00			5			D6legend	06-01-1990		15-01-2007										West End Games		
book							9780874313291	0874313295	us	Torg: Tharkold	Tharkold (Torg, The Sourcebook of Techno-Horror Reality)				Paperback				$24.99					West End Games	15-01-1992		15-01-2007										Hume Paul		
book										Torg: The Cassandra Files																	15-01-2007										Christopher Kubasik		
book								0874313090		Torg: The Cyberpapacy														West End Games			15-01-2007												
book							9780874313116	0874313112	us	Torg: The Forever City	The Forever City (Relics Of Power :Torg, Volume 3)	Relics Of Power :Torg	3		Paperback				$1.60					West End Games	15-01-1990		15-01-2007										C. J. Tramontana		
book							9780874313154	0874313155	us	Torg: The GodNet	The GodNet: Virtual Reality in the Cyberpapacy (TORG: Roleplaying the Possibility Wars)				Paperback				$9.75						15-01-1991		15-01-2007										Jim Bambra/ Bill Slavisek		
book							9780874313048	087431304X	us	Torg: The Living Land	The Living Land: The Sourcebook of Primitive Reality (TORG)				Paperback				$3.88					West End Games	15-01-1990		15-01-2007										Christopher Kubasik/ Bill Slavicsek		
book								0874313104	us	Torg: The Possibility Chalice	Torg: The Possibility Chalice (Part 2 Relics of Power)	Relics of Power	2		Paperback				$2.26			The Near Now. Earth is gripped by the Possibility Wars, as Storm Knights fight to stem the sweeping tide of invading realities. At the center of this battle are the fabled eternity shards- incredible relics of power imbued with coveted possibility energy, capable of tipping the balance of the Possibility Wars forever. Enemies are everywhere. Deadly Nippon Tech robots, ancient aquatic horrors, demons, trolls, golems, viking warriors and a powerful Ayslish wizard all vie for the power of the Possibility Chalice. Can you get to it first?		West End Games	15-01-1990		15-01-2007										Kaufman Douglas		
book							9780679747888	0679747885	us	A Tour of the Calculus	A Tour of the Calculus				Paperback		Calculus/ Mathematical Analysis/ Mathematical Physics	$14.95	$0.28		3	Were it not for the calculus, mathematicians would have no way to describe the acceleration of a motorcycle or the effect of gravity on thrown balls and distant planets, or to prove that a man could cross a room and eventually touch the opposite wall. Just how calculus makes these things possible and in doing so finds a correspondence between real numbers and the real world is the subject of this dazzling book by a writer of extraordinary clarity and stylistic brio. Even as he initiates us into the mysteries of real numbers, functions, and limits, Berlinski explores the furthest implications of his subject, revealing how the calculus reconciles the precision of numbers with the fluidity of the changing universe. / / / / "An odd and tantalizing book by a writer who takes immense pleasure in this great mathematical tool, and tries to create it in others."--New York Times Book Review		Vintage	28-01-1997		11-01-2007										David Berlinski		352
book							9780486218113	0486218112	us	Traditional Japanese Patterns: 100 Outstanding Examples Collected and Introduced by Andrew W. Tuer	Traditional Japanese Patterns: 100 Outstanding Examples Collected and Introduced by Andrew W. Tuer				Paperback		Asian/ Decorative	$11.95	$3.85		5			Dover Publications	1967-02-05 12:00:00 +0000		2007-02-11 01:31:32 -0500										Andrew W. Tuer		136
book							9780810938861	0810938863	us	Traditional Jewelry of India	Traditional Jewelry of India				Hardcover		Jewelry/ Criticism/ Culture	$85.00	$116.00		5			Harry N. Abrams	01-02-1997		10-02-2007										Oppi Untracht		430
book							9780964596061	0964596067	us	The Trainer	The Trainer (The Marketplace Series, 3)	The Marketplace Series	3		Paperback		Alternative/ Contemporary/ Adult Fiction	$13.95	$7.42		4.5	The long-awaited conclusion of Adamsons stunning Marketplace Trilogy! The ultimate underground sexual realm includes not only willing slaves, but the exquisite and demanding trainers who take submissives firmly in hand. And it is now the time for these mentors to divulge their own secrets, to lay bare the desires that led them to become the ultimate figures of erotic authority. Only Sara Adamson could conjure so complete and bewitching a portrait of punishing pleasure.		Mystic Rose Books	07-01-2001		18-01-2007										Laura Antoniou		294
book							9780451527042	0451527046	us	Treasure Island (Signet Classics)	Treasure Island (Signet Classics)				Paperback		United States/ Drawing/ Action & Adventure/ 19th Century/ Classics/ Contemporary/ Literary/ English (All)/ Book Notes/ Adventure & Thrillers/ Scribner's Illustrated Classics/ Dictionaries/ English for Children/ Reading/ Pirates/ Sea Adventures/ Antiques & Collectibles/ Scottish/ Humanities/ Test Prep Central	$3.95	$0.40		4	Climb aboard for the swashbuckling adventure of a lifetime. Treasure Islandhas enthralled (and caused slight seasickness) for decades. The names Long John Silver and Jim Hawkins are destined to remain pieces of folklore for as long as children want to read Robert Louis Stevenson's most famous book. With it's dastardly plot and motley crew of rogues and villains, it seems unlikely that children will ever say no to this timeless classic. --Naomi Gesinger		Signet Classics	01-12-1998		18-01-2007										Robert Louis Stevenson		224
book								B000JGNOEE	us	Treasures Of Ancient Mexico	Treasures Of Ancient Mexico				Hardcover				$11.38					Crescent Books	20-01-1978		20-01-2007										Cervantes		
