medium	associatedURL	boxHeightInInches	boxLengthInInches	boxWeightInPounds	boxWidthInInches	scannednumber	upc	asin	country	title	fullTitle	series	numberInSeries	edition	aspect	mediacount	genre	price	currentValue	language	netrating	description	owner	publisher	published	rare	purchaseDate	rating	used	signed	hasExperienced	notes	location	paid	condition	notowned	director	stars	features	mpaarating	theatricalDate	minutes
movie							0085392840328	B00024JC4E	us	Starsky & Hutch	Starsky & Hutch (Widescreen Edition)				DVD		Comic Criminals/ Parody & Spoof/ Action & Adventure/ Comedy/ Fred Williamson/ Ben Stiller	$12.98	$1.56		3.5	Ben Stiller and Owen Wilson--dark, wiry, and tense meets blond, lanky, and loose--make a solid comic team (and previously appeared together in Zoolander), but the funniest man in Starsky and Hutch is Vince Vaughn. Vaughn dives into his role as a sleazy drug dealer (who nonetheless buys a pony for his daughter's bat mitzvah) with the offhand zest that he brings to almost every role (from Swingers to Old School) and effortlessly steals every scene he's in. Vaughn has concocted a new and undetectable kind of cocaine, and only two cops who aren't afraid to break the rules--our titular pair--can catch him. But the plot isn't the point; mocking-yet-loving jabs at the '70s, including the homoerotic overtones of Starsky and Hutch's partnership, are what this movie is about. The satire is surprisingly mild but entertaining nonetheless, particularly when Vaughn or Snoop Dogg (as informant Huggy Bear) hold the screen. --Bret Fetzer		Warner Home Video	20-07-2004		30-07-2006										Todd Phillips	Ben Stiller/ Owen Wilson/ Snoop Dogg/ Fred Williamson/ Vince Vaughn/ Juliette Lewis/ Jason Bateman/ Amy Smart/ Carmen Electra/ George Cheung/ Chris Penn/ Brande Roderick/ Molly Sims/ Matt Walsh/ G.T. Holme/ Jeffrey Lorenzo/ Har Mar Superstar/ Patton Oswalt/ Brigette Romanek/ Paul Michael Glaser	AC-3/ Anamorphic/ Closed-captioned/ Color/ Dolby/ Dubbed/ Subtitled/ Widescreen/ NTSC/ 2.35:1	PG-13	05-03-2004	100
movie							0043396066847	B00007M5KK		Stealing Harvard					DVD		Feature Film-comedy	$19.94	$4.99		3.3	In Stealing Harvard, the charming Jason Lee (Chasing Amy, Almost Famous) wastes his talent playing John, a nice guy who once rashly promised his niece that he would pay for her college education. Now she's been accepted into Harvard, and though John has just the right amount of money in the bank, that money is meant to buy a house for himself and his fianc&#x00e9;e Elaine (Leslie Mann, Big Daddy). Afraid of disappointing his niece, John enlists his friend Duff (Tom Green, Freddy Got Fingered, Road Trip) on a spree of inane criminal escapades that go wrong. Lee is an engaging actor, but he can't make the half-baked gags of Stealing Harvard funny. Similarly wasted are Megan Mullally (Will & Grace), Dennis Farina (Out of Sight, Snatch), Chris Penn (Reservoir Dogs, Short Cuts), and others. --Bret Fetzer		Columbia Tristar Hom	18-02-2003		20-02-2005										Bruce McCulloch	Jason Lee/ Tom Green (III)	Color/ Closed-captioned/ Widescreen/ Dolby	PG-13	13-09-2002	
movie							0043396055032	B0009P42S2	us	Steamboy - Director's Cut	Steamboy - Director's Cut (Widescreen Edition)				DVD		Sci-Fi Action/ Animation/ Heroic Missions/ Technology Run Amok/ Science Fiction & Fantasy	$26.96	$7.44		4	The first feature Katsuhiro Otomo has written and directed since his watershed Akira (1988), Steamboy offers a fantastic, sepia-toned vision of the past-as-future. In place of the dystopic Neo-Tokyo of Akira, Steamboy is set in England in 1866. Young Ray Steam receives a Steam Ball, a mysterious, powerful device, from his inventor grandfather. Governments and businesses covet the Steam Ball, and Ray finds himself in a murderous conflict over its possession. He's also caught between his father, a 19th century Darth Vader who builds terrible weapons for an American arms merchant, and his grandfather, who believes science should improve people's lives. Otomo uses computer graphics to create dazzling visuals that few recent films--animated or live action--can match: monumental systems of gears and pistons; machines that dwarf the Tower of London; antique weapons of mass destruction. But the dazzling imagery can't disguise the lack of a coherent plot and the flimsiness of the characters./ / Steamboy is being released in a dubbed version that's been shortened by 20 minutes, and a more satisfying subtitled version that preserves Otomo's original pacing. Both versions suggest that Steamboy is the work of an important filmmaker who can't quite shape his awesome visions into a effective narrative. (Rated PG-13 for action violence.) --Charles Solomon/ 		Sony Pictures	26-07-2005		30-07-2006										Katsuhiro &#x00d4;tomo	Anne Suzuki/ Masane Tsukayama/ Katsuo Nakamura/ Manami Konishi/ Kiyoshi Kodama/ Ikki Sawamura/ Susumu Terajima/ Anna Paquin/ Alfred Molina/ Patrick Stewart/ Kari Wahlgren/ Robin Atkin Downes/ David S. Lee/ Paula J. Newman/ Moira Quirk/ Julian Stone/ Mark Bramhall/ Kim Thomson/ Osamu Saka	AC-3/ Animated/ Color/ Director's Cut/ Dolby/ Dubbed/ Subtitled/ Widescreen/ NTSC/ 1.85:1	PG-13	18-03-2005	126
movie							0824681000599	B0000C2IUE		Steve-O Vol, 3: Out On Bail					DVD	2	Television	$19.98	$15.00		4.19			J & N Media	11-11-2003		20-02-2005												Color		20-02-2003	
movie							0043396037458	0767833988		Still Crazy					DVD		Feature Film-comedy	$27.95	$18.45		4.59	This gently satirical British comedy chronicles the quixotic reunion of a late, arguably not-so-great, and unlamented '70s rock band, Strange Fruit, with a winning mix of humor and poignancy. The "Fruits," as the survivors call themselves without irony, had disbanded after the tragic loss of one member, the mysterious disappearance of another, and the aftershocks of internal rivalries, but 20&#x00a0;years later they warily reassemble for a Dutch club tour, a warm-up for a proposed festival appearance. Between that seemingly hare-brained proposal and the fateful festival, director Brian Gibson, working from a sharp script by Dick Clement and Ian LaFrenais, captures the absurdities of middle-aged rockers trying to recapture that lost cockiness./ / Breathing life into the band is a terrific cast, including Stephen Rea, Jimmy Nail, Timothy Spall, and Bill Nighy, each managing to juggle deft archetype with believable character traits: Spall's cheerfully crass, flatulent drummer, and Nighy's preening, slow-witted lead singer exemplify the approach, grabbing chuckles yet making you actually care about them. Equally impressive is Billy Connolly as the wily roadie, Hughie, at once pragmatic and devoted to his charges. All are well-served by production details and script points that get the group's lost world of late '60s and early '70s rock exactly right, from costuming and stage moves to the long-forgotten bands they name-check--Blodwyn Pig, anybody?/ / The band's music likewise benefits from inspired insiders, cowriters Mick Jones (Spooky Tooth, Foreigner) and Chris Difford (Squeeze), who hit a nifty combination of bombast (for the silly scenes) and earnestness. When Gibson and his cast risk the story's amiable glow on a darker, more dramatic final act, the music rises to the challenge, and the whole project, like its fictional subject, achieves an unexpectedly touching victory. --Sam Sutherland/ / 		Columbia//Tristar Studios	29-06-1999		20-02-2005										Brian Gibson	Stephen Rea/ Billy Connolly	Color/ Closed-captioned/ Dolby/ Widescreen	R	22-01-1999	
movie							0031398112549	B000127ZDM		Stoked - The Rise and Fall of Gator					DVD		Documentary	$14.99	$9.99		4.55	Stoked is a fascinating history of Southern California's skateboarding scene in the late 1980s, a profitable and exciting time for then-rising superstars such as Tony Hawk, Lance Mountain, and Steve Caballero, but a far darker experience for the much-worshipped Mark "Gator" Rogowski. Helen Stickler's film begins with an entertaining overview of skateboarding's renaissance in the '80s, when Rogowski and other talented skaters in and around Los Angeles developed a massive following of boys, who in turn provided a market for flashy, Rogowski-endorsed designer boards and accouterments. For a time, the charismatic, handsome Gator became a wealthy sports celebrity in search of greater pop-star status. When the skating scene shifted from the half-pipe to the street, however, Rogowski's fortunes, sanity, and freedom tragically erode. Stickler's thorough research, smart pacing, and extensive interviews make this a compelling, cautionary tale; a jailhouse phone interview with the now-mid-30s Gator proves both enlightening and spooky. --Tom Keogh		Umvd//Visual Entertai	17-02-2004		20-02-2005										Helen Stickler	Mark 'Gator' Rogowski/ Tony Hawk/ Stacy Peralta	Color	R	01-01-2002	
movie							4012050535889	B00004RYCE	us	Strange Days	Strange Days				DVD						4	James Cameron wrote the script for this not-so-futuristic science fiction tale about a former vice cop (Ralph Fiennes) who now sells addicting, virtual reality clips that allow a user to experience the recorded sensations of others. He becomes embroiled in a murder conspiracy, tries to save a former girlfriend (Juliette Lewis), and has a romance with his chauffeur and bodyguard (Angela Bassett). Cameron's ex-wife, director Kathryn Bigelow (Point Break), brought the whole, busy, violent enterprise to the screen, and while the film's socially relevant heart is in the right place, its excesses wear one out. Some of the casting doesn't quite click either: Fiennes isn't really right for his nervous role, and Lewis is annoying (and unbelievable as the hero's much-yearned-for former squeeze). Expect some ugly if daring moments with the virtual reality stuff. --Tom Keogh					30-07-2006										Kathryn Bigelow	Ralph Fiennes/ Angela Bassett/ Juliette Lewis/ Tom Sizemore/ Michael Wincott/ Vincent D'Onofrio/ Glenn Plummer/ Brigitte Bako/ Richard Edson/ William Fichtner/ Josef Sommer/ Joe Urla/ Nicky Katt/ Michael Jace/ Louise LeCavalier/ David Carrera/ Jim Ishida/ Todd Graff/ Malcolm Norrington/ Anais Munoz	PAL/ 2.35:1	R	13-10-1995	
movie							0086162104251	B00000JSJC		Strange Days					DVD		Feature Film-action//Adventure	$9.98	$5.45		3.92			Twentieth Century Fox	03-02-2004		20-02-2005										Kathryn Bigelow	Ralph Fiennes/ Angela Bassett/ Juliette Lewis	Color/ Closed-captioned/ THX/ Widescreen	R	13-10-1995	
movie							0024543116516	B00005JMG8	us	Stuck On You	Stuck On You (Widescreen Edition)				DVD		Satire/ Slapstick/ Siblings/ Buddy Films/ Showbiz/ Cher/ Farrelly Brothers/ Comedy	$14.98	$0.68		3.5	Stuck on You finds those fun-loving Farrelly brothers in a feel-good mood, delivering a tame, kind-hearted comedy that even your grandma could enjoy. That's a big change from the seminal "hair gel" of There's Something About Mary, but the codirecting Farrellys have genuine affection for Bob and Walt (Matt Damon, Greg Kinnear), conjoined twins who are the owners and short-order cooks at a Martha's Vinyard burger joint. When amateur actor Walt decides he wants to make it in Hollywood--where he lucks into a star-making TV role with Cher (who gamely plays herself in this light Hollywood satire)--Bob has no choice but to go along. Separation surgery is risky, so most of Stuck on You milks mild laughs from the brothers' intimate connection, especially when Bob finds love with a pen-pal (Wen Yann Shih) who's initially unaware of Bob's brotherly predicament. Once again, the Farrellys score big points for their progressive acceptance of differences; several minor roles are played by physically or developmentally disabled actors, and it's a consistently commendable aspect of the Farrellys' comedic worldview. Other, more conventional rewards include Eva Mendes (and her ample cleavage) as a bubbly show-biz wannabe, Seymour Cassel as Walt's old-school agent, and Meryl Streep--yes, Meryl Streep--showing good sportsmanship in a glorified cameo. Stuck on You is dispensable comedy, but you can't knock it for good ol'-fashioned brotherly love. --Jeff Shannon		20th Century Fox	27-04-2004		30-07-2006										Mark Steilen/ Peter Farrelly/ Bobby Farrelly	Matt Damon/ Greg Kinnear/ Eva Mendes/ Wen Yann Shih/ Pat Crawford Brown/ Ray 'Rocket' Valliere/ Tommy Songin/ Terence Bernie Hines/ Cher/ Jackie Flynn/ Seymour Cassel/ Griffin Dunne/ Bridget Tobin/ Danny Murphy/ Malcolm G. Chace Jr./ Steve Cerrone/ Docky/ Will Coogan/ Skyler Stone/ Leslie Munroe	Anamorphic/ Color/ Dolby/ Dubbed/ Subtitled/ Widescreen/ NTSC/ 2.35:1	PG-13	12-12-2003	119
movie							0829567014721	B0002OXVBO		Super Size Me					DVD		Documentary	$24.99			4.14	Filmmaker Morgan Spurlock, rejected five times by the USC film school, won the best director award at the 2004 Sundance Film Festival for this alarmingly personal investigation into the health hazards wreaked by our fast food nation. Under extensive medical supervision, Spurlock subjects himself to a steady diet of McDonald's cuisine for 30 days just to see what happens. In less than a week, his ordinarily fit body and equilibrium undergo dark and ugly changes: Spurlock grows fat, his cholesterol rockets north, his organs take a beating, and he becomes subject to headaches, mood swings, symptoms of addiction, and lessened sexual energy. The gimmick is too obvious to sustain a feature documentary; Spurlock actually spends most of the film probing insidious ways that fast food companies worm their way into school lunchrooms and the hearts of young children who spend hours in McDonald's playrooms. French fries never looked more nauseating. --Tom Keogh		Hart Sharp Video Llc	15-02-2005		20-02-2005										Morgan Spurlock	Dr. Daryl Isaacs	Color	PG		
